time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-12 06:00:00,18.0,79,1010.7,3.7,6.4,6.8,6.4,61,74,87,106,0.0,68.0,2023-06-11 16:15:00,1
2023-06-12 07:00:00,18.5,76,1010.8,2.2,2.9,3.2,3.1,81,90,90,144,97.6,142.1,2023-06-11 16:15:00,1
2023-06-12 08:00:00,19.7,73,1011.0,1.8,2.3,2.5,2.8,233,231,225,230,230.2,309.5,2023-06-11 16:15:00,1
2023-06-12 09:00:00,20.8,71,1011.3,2.9,3.5,3.7,3.7,240,246,241,241,268.8,245.6,2023-06-11 16:15:00,1
2023-06-12 10:00:00,22.6,68,1011.3,2.8,3.6,3.6,3.8,230,225,225,221,431.2,634.2,2023-06-11 16:15:00,1
2023-06-12 11:00:00,24.4,62,1011.2,2.5,3.3,3.3,3.3,188,186,186,186,682.9,701.4,2023-06-11 16:15:00,1
2023-06-12 12:00:00,26.1,55,1010.9,2.9,3.6,3.6,4.1,150,143,143,142,711.8,715.3,2023-06-11 16:15:00,1
2023-06-12 13:00:00,27.8,48,1010.7,6.1,8.2,8.4,8.9,130,131,133,133,713.6,699.6,2023-06-11 16:15:00,1
2023-06-12 14:00:00,28.6,46,1010.5,10.8,14.4,14.9,15.1,143,143,143,142,633.0,571.3,2023-06-11 16:15:00,1
2023-06-12 15:00:00,29.2,44,1010.2,12.8,17.7,18.2,18.4,128,128,128,129,600.0,640.6,2023-06-11 16:15:00,1
2023-06-12 16:00:00,29.3,43,1009.9,13.0,18.4,19.2,19.7,129,129,128,128,652.8,640.1,2023-06-11 16:15:00,1
2023-06-12 17:00:00,28.5,47,1009.9,12.1,17.3,17.7,17.9,157,157,156,155,526.9,410.3,2023-06-11 16:15:00,1
2023-06-12 18:00:00,28.2,47,1009.8,10.2,14.0,14.5,14.7,148,145,145,144,408.3,415.8,2023-06-11 16:15:00,1
2023-06-12 19:00:00,27.3,51,1010.2,10.0,14.7,15.5,15.8,116,115,115,114,358.0,300.3,2023-06-11 16:15:00,1
2023-06-12 20:00:00,25.6,53,1010.6,12.2,19.1,19.9,20.2,90,93,94,95,315.1,329.1,2023-06-11 16:15:00,1
2023-06-12 21:00:00,23.3,57,1011.2,11.3,18.8,19.9,21.3,83,85,85,88,227.8,51.0,2023-06-11 16:15:00,1
2023-06-12 22:00:00,21.6,58,1011.4,9.1,16.6,19.1,25.2,83,85,87,89,4.8,0.0,2023-06-11 16:15:00,1
2023-06-12 23:00:00,20.3,64,1011.4,8.2,16.6,20.9,25.9,75,77,79,81,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 00:00:00,19.4,65,1011.4,7.9,17.7,22.1,26.7,66,70,74,80,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 01:00:00,18.5,62,1011.1,7.6,18.4,22.4,27.0,59,62,66,71,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 02:00:00,17.8,63,1010.7,6.2,16.9,20.3,23.7,54,56,60,66,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 03:00:00,17.2,63,1010.2,5.1,15.6,19.1,21.3,39,38,44,53,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 04:00:00,16.6,62,1010.0,6.0,17.7,21.3,23.7,33,33,39,47,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 05:00:00,16.2,57,1009.8,6.8,19.5,24.5,25.6,25,23,26,35,0.0,0.0,2023-06-11 16:15:00,1
2023-06-13 06:00:00,16.1,54,1010.0,9.0,18.2,26.1,30.7,29,27,26,34,0.0,214.1,2023-06-11 16:15:00,1
2023-06-13 07:00:00,16.7,58,1010.2,9.7,15.8,17.1,26.0,31,30,30,37,320.6,434.3,2023-06-11 16:15:00,1
2023-06-13 08:00:00,18.2,58,1010.6,10.7,16.1,17.4,23.5,33,34,34,40,463.0,479.6,2023-06-11 16:15:00,1
2023-06-13 09:00:00,20.5,53,1010.6,13.3,20.7,21.9,22.7,41,41,42,43,518.7,548.0,2023-06-11 16:15:00,1
2023-06-13 10:00:00,22.9,48,1010.5,15.8,24.3,25.9,26.7,55,55,55,55,508.3,461.3,2023-06-11 16:15:00,1
2023-06-13 11:00:00,24.9,44,1010.1,17.7,27.9,29.0,29.7,51,52,52,52,457.7,739.3,2023-06-11 16:15:00,1
2023-06-13 12:00:00,26.3,39,1010.0,19.5,30.9,32.6,33.0,60,61,61,61,803.7,864.8,2023-06-11 16:15:00,1
2023-06-13 13:00:00,26.9,33,1009.9,21.3,34.5,36.3,37.5,71,72,72,72,875.2,875.5,2023-06-11 16:15:00,1
2023-06-13 14:00:00,27.2,26,1010.0,22.2,36.5,38.3,39.5,77,77,78,77,877.0,875.2,2023-06-11 16:15:00,1
2023-06-13 15:00:00,27.4,23,1009.9,21.0,34.4,36.3,37.4,74,74,74,74,866.4,847.0,2023-06-11 16:15:00,1
2023-06-13 16:00:00,27.2,24,1010.1,19.8,32.4,33.6,34.7,71,71,71,71,790.5,725.9,2023-06-11 16:15:00,1
2023-06-13 17:00:00,26.5,27,1010.1,18.6,30.2,31.8,32.6,68,68,68,68,671.1,624.3,2023-06-11 16:15:00,1
2023-06-13 18:00:00,25.8,30,1010.0,18.0,30.4,31.7,32.5,64,64,64,64,617.9,619.4,2023-06-11 16:15:00,1
2023-06-13 19:00:00,24.8,35,1010.3,17.7,31.1,32.7,33.8,61,62,62,62,622.6,614.2,2023-06-11 16:15:00,1
2023-06-13 20:00:00,23.6,38,1010.8,16.3,30.1,32.5,33.8,62,62,62,62,554.5,471.6,2023-06-11 16:15:00,1
2023-06-13 21:00:00,22.2,41,1011.4,14.0,27.9,31.3,33.7,61,61,61,61,299.5,59.4,2023-06-11 16:15:00,1
2023-06-13 22:00:00,20.7,46,1011.9,12.2,25.8,31.0,36.3,56,57,57,58,5.6,0.0,2023-06-11 16:15:00,1
2023-06-13 23:00:00,19.1,53,1012.3,12.0,24.8,29.0,36.5,49,50,52,56,0.0,0.0,2023-06-11 16:15:00,1
