time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-15 07:00:00,15.0,75,1017.0,7.6,11.5,17.1,21.6,45,51,49,53,299.3,416.3,2023-06-13 15:22:00,1
2023-06-15 08:00:00,16.7,68,1017.2,7.9,11.5,12.0,12.3,47,49,49,50,510.6,594.5,2023-06-13 15:22:00,1
2023-06-15 09:00:00,18.8,61,1017.4,7.7,10.5,11.0,11.2,53,49,49,50,624.9,648.6,2023-06-13 15:22:00,1
2023-06-15 10:00:00,21.2,54,1017.7,7.7,9.5,10.0,10.0,53,53,52,52,691.1,737.5,2023-06-13 15:22:00,1
2023-06-15 11:00:00,23.6,45,1017.8,8.9,11.9,12.6,12.7,63,65,66,65,782.4,820.5,2023-06-13 15:22:00,1
2023-06-15 12:00:00,25.5,36,1017.5,10.2,12.2,12.9,13.3,80,76,77,77,824.0,810.3,2023-06-13 15:22:00,1
2023-06-15 13:00:00,26.8,28,1016.8,9.4,14.0,14.4,14.8,97,89,89,89,751.1,690.7,2023-06-13 15:22:00,1
2023-06-15 14:00:00,26.7,29,1016.4,10.9,14.6,14.9,15.2,107,106,105,104,685.6,436.5,2023-06-13 15:22:00,1
2023-06-15 15:00:00,26.4,31,1016.3,13.4,18.8,19.1,19.5,96,93,93,93,366.4,313.0,2023-06-13 15:22:00,1
2023-06-15 16:00:00,26.3,30,1016.2,11.3,16.9,17.6,17.9,99,101,101,100,346.9,402.2,2023-06-13 15:22:00,1
2023-06-15 17:00:00,26.2,30,1016.0,11.3,16.8,17.1,17.2,97,99,98,100,458.5,516.3,2023-06-13 15:22:00,1
2023-06-15 18:00:00,25.7,31,1016.0,11.9,18.2,18.6,18.9,104,104,105,104,562.4,596.2,2023-06-13 15:22:00,1
2023-06-15 19:00:00,24.9,35,1016.2,11.6,19.1,19.8,20.3,106,106,106,107,580.0,546.0,2023-06-13 15:22:00,1
2023-06-15 20:00:00,23.7,39,1016.6,10.6,18.9,19.7,20.0,100,99,98,97,495.3,424.9,2023-06-13 15:22:00,1
2023-06-15 21:00:00,22.0,47,1017.0,8.7,17.4,18.8,20.6,97,96,95,96,260.0,47.7,2023-06-13 15:22:00,1
2023-06-15 22:00:00,20.2,56,1017.5,9.0,18.1,19.9,23.9,95,95,95,95,5.0,0.0,2023-06-13 15:22:00,1
2023-06-15 23:00:00,18.5,63,1017.6,7.9,16.2,18.4,27.4,87,90,92,93,0.0,0.0,2023-06-13 15:22:00,1
